"","tsunset","ts2","ts2round","ts2rounddate"
"1486","2005-01-26 20:41:19","2005-01-26 22:41:19","2005-01-26 23:00:00","2005-01-26"
"1487","2005-01-27 20:40:43","2005-01-27 22:40:43","2005-01-27 23:00:00","2005-01-27"
"1488","2005-01-28 20:40:06","2005-01-28 22:40:06","2005-01-28 23:00:00","2005-01-28"
"1489","2005-01-29 20:39:28","2005-01-29 22:39:28","2005-01-29 23:00:00","2005-01-29"
"1490","2005-01-30 20:38:47","2005-01-30 22:38:47","2005-01-30 23:00:00","2005-01-30"
"1491","2005-01-31 20:38:06","2005-01-31 22:38:06","2005-01-31 23:00:00","2005-01-31"
"1492","2005-02-01 20:37:23","2005-02-01 22:37:23","2005-02-01 23:00:00","2005-02-01"
"1493","2005-02-02 20:36:38","2005-02-02 22:36:38","2005-02-02 23:00:00","2005-02-02"
"1494","2005-02-03 20:35:52","2005-02-03 22:35:52","2005-02-03 23:00:00","2005-02-03"
"1495","2005-02-04 20:35:04","2005-02-04 22:35:04","2005-02-04 23:00:00","2005-02-04"
"1496","2005-02-05 20:34:16","2005-02-05 22:34:16","2005-02-05 23:00:00","2005-02-05"
"1497","2005-02-06 20:33:25","2005-02-06 22:33:25","2005-02-06 23:00:00","2005-02-06"
"1498","2005-02-07 20:32:34","2005-02-07 22:32:34","2005-02-07 23:00:00","2005-02-07"
"1499","2005-02-08 20:31:41","2005-02-08 22:31:41","2005-02-08 23:00:00","2005-02-08"
"1500","2005-02-09 20:30:47","2005-02-09 22:30:47","2005-02-09 23:00:00","2005-02-09"
"1501","2005-02-10 20:29:51","2005-02-10 22:29:51","2005-02-10 22:00:00","2005-02-10"
"1502","2005-02-11 20:28:55","2005-02-11 22:28:55","2005-02-11 22:00:00","2005-02-11"
"1503","2005-02-12 20:27:57","2005-02-12 22:27:57","2005-02-12 22:00:00","2005-02-12"
"1504","2005-02-13 20:26:58","2005-02-13 22:26:58","2005-02-13 22:00:00","2005-02-13"
"1505","2005-02-14 20:25:58","2005-02-14 22:25:58","2005-02-14 22:00:00","2005-02-14"
"1506","2005-02-15 20:24:57","2005-02-15 22:24:57","2005-02-15 22:00:00","2005-02-15"
"1507","2005-02-16 20:23:55","2005-02-16 22:23:55","2005-02-16 22:00:00","2005-02-16"
"1508","2005-02-17 20:22:51","2005-02-17 22:22:51","2005-02-17 22:00:00","2005-02-17"
"1509","2005-02-18 20:21:47","2005-02-18 22:21:47","2005-02-18 22:00:00","2005-02-18"
"1510","2005-02-19 20:20:42","2005-02-19 22:20:42","2005-02-19 22:00:00","2005-02-19"
"1511","2005-02-20 20:19:36","2005-02-20 22:19:36","2005-02-20 22:00:00","2005-02-20"
"1512","2005-02-21 20:18:29","2005-02-21 22:18:29","2005-02-21 22:00:00","2005-02-21"
"1513","2005-02-22 20:17:21","2005-02-22 22:17:21","2005-02-22 22:00:00","2005-02-22"
"1514","2005-02-23 20:16:12","2005-02-23 22:16:12","2005-02-23 22:00:00","2005-02-23"
"1515","2005-02-24 20:15:03","2005-02-24 22:15:03","2005-02-24 22:00:00","2005-02-24"
"1516","2005-02-25 20:13:52","2005-02-25 22:13:52","2005-02-25 22:00:00","2005-02-25"
"1517","2005-02-26 20:12:41","2005-02-26 22:12:41","2005-02-26 22:00:00","2005-02-26"
"1518","2005-02-27 20:11:30","2005-02-27 22:11:30","2005-02-27 22:00:00","2005-02-27"
"1519","2005-02-28 20:10:17","2005-02-28 22:10:17","2005-02-28 22:00:00","2005-02-28"
"1520","2005-03-01 20:09:04","2005-03-01 22:09:04","2005-03-01 22:00:00","2005-03-01"
"1521","2005-03-02 20:07:50","2005-03-02 22:07:50","2005-03-02 22:00:00","2005-03-02"
"1522","2005-03-03 20:06:36","2005-03-03 22:06:36","2005-03-03 22:00:00","2005-03-03"
"1523","2005-03-04 20:05:21","2005-03-04 22:05:21","2005-03-04 22:00:00","2005-03-04"
"1524","2005-03-05 20:04:06","2005-03-05 22:04:06","2005-03-05 22:00:00","2005-03-05"
"1525","2005-03-06 20:02:50","2005-03-06 22:02:50","2005-03-06 22:00:00","2005-03-06"
"1526","2005-03-07 20:01:34","2005-03-07 22:01:34","2005-03-07 22:00:00","2005-03-07"
"1527","2005-03-08 20:00:17","2005-03-08 22:00:17","2005-03-08 22:00:00","2005-03-08"
"1528","2005-03-09 19:59:00","2005-03-09 21:59:00","2005-03-09 22:00:00","2005-03-09"
"1529","2005-03-10 19:57:42","2005-03-10 21:57:42","2005-03-10 22:00:00","2005-03-10"
"1530","2005-03-11 19:56:24","2005-03-11 21:56:24","2005-03-11 22:00:00","2005-03-11"
"1531","2005-03-12 19:55:06","2005-03-12 21:55:06","2005-03-12 22:00:00","2005-03-12"
"1532","2005-03-13 19:53:47","2005-03-13 21:53:47","2005-03-13 22:00:00","2005-03-13"
"1533","2005-03-14 19:52:29","2005-03-14 21:52:29","2005-03-14 22:00:00","2005-03-14"
"1534","2005-03-15 19:51:10","2005-03-15 21:51:10","2005-03-15 22:00:00","2005-03-15"
"1535","2005-03-16 19:49:50","2005-03-16 21:49:50","2005-03-16 22:00:00","2005-03-16"
"1536","2005-03-17 19:48:31","2005-03-17 21:48:31","2005-03-17 22:00:00","2005-03-17"
"1537","2005-03-18 19:47:12","2005-03-18 21:47:12","2005-03-18 22:00:00","2005-03-18"
"1538","2005-03-19 19:45:52","2005-03-19 21:45:52","2005-03-19 22:00:00","2005-03-19"
"1539","2005-03-20 19:44:32","2005-03-20 21:44:32","2005-03-20 22:00:00","2005-03-20"
"1540","2005-03-21 19:43:13","2005-03-21 21:43:13","2005-03-21 22:00:00","2005-03-21"
"1541","2005-03-22 19:41:53","2005-03-22 21:41:53","2005-03-22 22:00:00","2005-03-22"
"1542","2005-03-23 19:40:33","2005-03-23 21:40:33","2005-03-23 22:00:00","2005-03-23"
"1543","2005-03-24 19:39:13","2005-03-24 21:39:13","2005-03-24 22:00:00","2005-03-24"
"1544","2005-03-25 19:37:54","2005-03-25 21:37:54","2005-03-25 22:00:00","2005-03-25"
"1545","2005-03-26 19:36:34","2005-03-26 21:36:34","2005-03-26 22:00:00","2005-03-26"
"1546","2005-03-27 19:35:15","2005-03-27 21:35:15","2005-03-27 22:00:00","2005-03-27"
"1547","2005-03-28 19:33:55","2005-03-28 21:33:55","2005-03-28 22:00:00","2005-03-28"
"1548","2005-03-29 19:32:36","2005-03-29 21:32:36","2005-03-29 22:00:00","2005-03-29"
"1549","2005-03-30 19:31:17","2005-03-30 21:31:17","2005-03-30 22:00:00","2005-03-30"
"1550","2005-03-31 19:29:59","2005-03-31 21:29:59","2005-03-31 21:00:00","2005-03-31"
"1551","2005-04-01 19:28:40","2005-04-01 21:28:40","2005-04-01 21:00:00","2005-04-01"
"1552","2005-04-02 19:27:22","2005-04-02 21:27:22","2005-04-02 21:00:00","2005-04-02"
"1553","2005-04-03 19:26:04","2005-04-03 21:26:04","2005-04-03 21:00:00","2005-04-03"
"1554","2005-04-04 19:24:47","2005-04-04 21:24:47","2005-04-04 21:00:00","2005-04-04"
"1555","2005-04-05 19:23:30","2005-04-05 21:23:30","2005-04-05 21:00:00","2005-04-05"
"1556","2005-04-06 19:22:13","2005-04-06 21:22:13","2005-04-06 21:00:00","2005-04-06"
"1557","2005-04-07 19:20:57","2005-04-07 21:20:57","2005-04-07 21:00:00","2005-04-07"
"1558","2005-04-08 19:19:41","2005-04-08 21:19:41","2005-04-08 21:00:00","2005-04-08"
"1559","2005-04-09 19:18:25","2005-04-09 21:18:25","2005-04-09 21:00:00","2005-04-09"
"1560","2005-04-10 19:17:11","2005-04-10 21:17:11","2005-04-10 21:00:00","2005-04-10"
"1561","2005-04-11 19:15:56","2005-04-11 21:15:56","2005-04-11 21:00:00","2005-04-11"
"1562","2005-04-12 19:14:43","2005-04-12 21:14:43","2005-04-12 21:00:00","2005-04-12"
"1563","2005-04-13 19:13:30","2005-04-13 21:13:30","2005-04-13 21:00:00","2005-04-13"
"1564","2005-04-14 19:12:17","2005-04-14 21:12:17","2005-04-14 21:00:00","2005-04-14"
"1565","2005-04-15 19:11:05","2005-04-15 21:11:05","2005-04-15 21:00:00","2005-04-15"
"1566","2005-04-16 19:09:54","2005-04-16 21:09:54","2005-04-16 21:00:00","2005-04-16"
"1567","2005-04-17 19:08:44","2005-04-17 21:08:44","2005-04-17 21:00:00","2005-04-17"
"1568","2005-04-18 19:07:34","2005-04-18 21:07:34","2005-04-18 21:00:00","2005-04-18"
"1569","2005-04-19 19:06:25","2005-04-19 21:06:25","2005-04-19 21:00:00","2005-04-19"
"1570","2005-04-20 19:05:17","2005-04-20 21:05:17","2005-04-20 21:00:00","2005-04-20"
"1571","2005-04-21 19:04:10","2005-04-21 21:04:10","2005-04-21 21:00:00","2005-04-21"
"1572","2005-04-22 19:03:03","2005-04-22 21:03:03","2005-04-22 21:00:00","2005-04-22"
"1573","2005-04-23 19:01:57","2005-04-23 21:01:57","2005-04-23 21:00:00","2005-04-23"
"1574","2005-04-24 19:00:53","2005-04-24 21:00:53","2005-04-24 21:00:00","2005-04-24"
"1575","2005-04-25 18:59:49","2005-04-25 20:59:49","2005-04-25 21:00:00","2005-04-25"
"1576","2005-04-26 18:58:46","2005-04-26 20:58:46","2005-04-26 21:00:00","2005-04-26"
"1577","2005-04-27 18:57:44","2005-04-27 20:57:44","2005-04-27 21:00:00","2005-04-27"
"1578","2005-04-28 18:56:43","2005-04-28 20:56:43","2005-04-28 21:00:00","2005-04-28"
"1579","2005-04-29 18:55:43","2005-04-29 20:55:43","2005-04-29 21:00:00","2005-04-29"
"1580","2005-04-30 18:54:45","2005-04-30 20:54:45","2005-04-30 21:00:00","2005-04-30"
"1581","2005-05-01 18:53:47","2005-05-01 20:53:47","2005-05-01 21:00:00","2005-05-01"
"1582","2005-05-02 18:52:50","2005-05-02 20:52:50","2005-05-02 21:00:00","2005-05-02"
"1583","2005-05-03 18:51:55","2005-05-03 20:51:55","2005-05-03 21:00:00","2005-05-03"
"1584","2005-05-04 18:51:00","2005-05-04 20:51:00","2005-05-04 21:00:00","2005-05-04"
"1585","2005-05-05 18:50:07","2005-05-05 20:50:07","2005-05-05 21:00:00","2005-05-05"
"1586","2005-05-06 18:49:15","2005-05-06 20:49:15","2005-05-06 21:00:00","2005-05-06"
"1587","2005-05-07 18:48:24","2005-05-07 20:48:24","2005-05-07 21:00:00","2005-05-07"
"1588","2005-05-08 18:47:34","2005-05-08 20:47:34","2005-05-08 21:00:00","2005-05-08"
"1589","2005-05-09 18:46:46","2005-05-09 20:46:46","2005-05-09 21:00:00","2005-05-09"
"1590","2005-05-10 18:45:59","2005-05-10 20:45:59","2005-05-10 21:00:00","2005-05-10"
"1591","2005-05-11 18:45:13","2005-05-11 20:45:13","2005-05-11 21:00:00","2005-05-11"
"1592","2005-05-12 18:44:29","2005-05-12 20:44:29","2005-05-12 21:00:00","2005-05-12"
"1593","2005-05-13 18:43:46","2005-05-13 20:43:46","2005-05-13 21:00:00","2005-05-13"
"1594","2005-05-14 18:43:04","2005-05-14 20:43:04","2005-05-14 21:00:00","2005-05-14"
"1595","2005-05-15 18:42:23","2005-05-15 20:42:23","2005-05-15 21:00:00","2005-05-15"
"1596","2005-05-16 18:41:44","2005-05-16 20:41:44","2005-05-16 21:00:00","2005-05-16"
"1597","2005-05-17 18:41:07","2005-05-17 20:41:07","2005-05-17 21:00:00","2005-05-17"
"1598","2005-05-18 18:40:31","2005-05-18 20:40:31","2005-05-18 21:00:00","2005-05-18"
"1599","2005-05-19 18:39:56","2005-05-19 20:39:56","2005-05-19 21:00:00","2005-05-19"
"1600","2005-05-20 18:39:23","2005-05-20 20:39:23","2005-05-20 21:00:00","2005-05-20"
"1601","2005-05-21 18:38:51","2005-05-21 20:38:51","2005-05-21 21:00:00","2005-05-21"
"1602","2005-05-22 18:38:20","2005-05-22 20:38:20","2005-05-22 21:00:00","2005-05-22"
"1603","2005-05-23 18:37:51","2005-05-23 20:37:51","2005-05-23 21:00:00","2005-05-23"
"1604","2005-05-24 18:37:24","2005-05-24 20:37:24","2005-05-24 21:00:00","2005-05-24"
"1605","2005-05-25 18:36:58","2005-05-25 20:36:58","2005-05-25 21:00:00","2005-05-25"
"1606","2005-05-26 18:36:34","2005-05-26 20:36:34","2005-05-26 21:00:00","2005-05-26"
"1607","2005-05-27 18:36:11","2005-05-27 20:36:11","2005-05-27 21:00:00","2005-05-27"
"1608","2005-05-28 18:35:49","2005-05-28 20:35:49","2005-05-28 21:00:00","2005-05-28"
"1609","2005-05-29 18:35:29","2005-05-29 20:35:29","2005-05-29 21:00:00","2005-05-29"
"1610","2005-05-30 18:35:11","2005-05-30 20:35:11","2005-05-30 21:00:00","2005-05-30"
"1611","2005-05-31 18:34:54","2005-05-31 20:34:54","2005-05-31 21:00:00","2005-05-31"
"1612","2005-06-01 18:34:39","2005-06-01 20:34:39","2005-06-01 21:00:00","2005-06-01"
"1613","2005-06-02 18:34:25","2005-06-02 20:34:25","2005-06-02 21:00:00","2005-06-02"
"1614","2005-06-03 18:34:13","2005-06-03 20:34:13","2005-06-03 21:00:00","2005-06-03"
"1615","2005-06-04 18:34:02","2005-06-04 20:34:02","2005-06-04 21:00:00","2005-06-04"
"1616","2005-06-05 18:33:53","2005-06-05 20:33:53","2005-06-05 21:00:00","2005-06-05"
"1617","2005-06-06 18:33:46","2005-06-06 20:33:46","2005-06-06 21:00:00","2005-06-06"
"1618","2005-06-07 18:33:39","2005-06-07 20:33:39","2005-06-07 21:00:00","2005-06-07"
"1619","2005-06-08 18:33:35","2005-06-08 20:33:35","2005-06-08 21:00:00","2005-06-08"
"1620","2005-06-09 18:33:32","2005-06-09 20:33:32","2005-06-09 21:00:00","2005-06-09"
"1621","2005-06-10 18:33:30","2005-06-10 20:33:30","2005-06-10 21:00:00","2005-06-10"
"1622","2005-06-11 18:33:30","2005-06-11 20:33:30","2005-06-11 21:00:00","2005-06-11"
"1623","2005-06-12 18:33:31","2005-06-12 20:33:31","2005-06-12 21:00:00","2005-06-12"
"1624","2005-06-13 18:33:34","2005-06-13 20:33:34","2005-06-13 21:00:00","2005-06-13"
"1625","2005-06-14 18:33:38","2005-06-14 20:33:38","2005-06-14 21:00:00","2005-06-14"
"1626","2005-06-15 18:33:44","2005-06-15 20:33:44","2005-06-15 21:00:00","2005-06-15"
"1627","2005-06-16 18:33:50","2005-06-16 20:33:50","2005-06-16 21:00:00","2005-06-16"
"1628","2005-06-17 18:33:59","2005-06-17 20:33:59","2005-06-17 21:00:00","2005-06-17"
"1629","2005-06-18 18:34:08","2005-06-18 20:34:08","2005-06-18 21:00:00","2005-06-18"
"1630","2005-06-19 18:34:19","2005-06-19 20:34:19","2005-06-19 21:00:00","2005-06-19"
"1631","2005-06-20 18:34:32","2005-06-20 20:34:32","2005-06-20 21:00:00","2005-06-20"
"1632","2005-06-21 18:34:45","2005-06-21 20:34:45","2005-06-21 21:00:00","2005-06-21"
"1633","2005-06-22 18:35:00","2005-06-22 20:35:00","2005-06-22 21:00:00","2005-06-22"
"1634","2005-06-23 18:35:16","2005-06-23 20:35:16","2005-06-23 21:00:00","2005-06-23"
"1635","2005-06-24 18:35:34","2005-06-24 20:35:34","2005-06-24 21:00:00","2005-06-24"
"1636","2005-06-25 18:35:52","2005-06-25 20:35:52","2005-06-25 21:00:00","2005-06-25"
"1637","2005-06-26 18:36:12","2005-06-26 20:36:12","2005-06-26 21:00:00","2005-06-26"
"1638","2005-06-27 18:36:32","2005-06-27 20:36:32","2005-06-27 21:00:00","2005-06-27"
"1639","2005-06-28 18:36:54","2005-06-28 20:36:54","2005-06-28 21:00:00","2005-06-28"
"1640","2005-06-29 18:37:17","2005-06-29 20:37:17","2005-06-29 21:00:00","2005-06-29"
"1641","2005-06-30 18:37:41","2005-06-30 20:37:41","2005-06-30 21:00:00","2005-06-30"
"1642","2005-07-01 18:38:06","2005-07-01 20:38:06","2005-07-01 21:00:00","2005-07-01"
"1643","2005-07-02 18:38:32","2005-07-02 20:38:32","2005-07-02 21:00:00","2005-07-02"
"1644","2005-07-03 18:38:59","2005-07-03 20:38:59","2005-07-03 21:00:00","2005-07-03"
"1645","2005-07-04 18:39:26","2005-07-04 20:39:26","2005-07-04 21:00:00","2005-07-04"
"1646","2005-07-05 18:39:55","2005-07-05 20:39:55","2005-07-05 21:00:00","2005-07-05"
"1647","2005-07-06 18:40:25","2005-07-06 20:40:25","2005-07-06 21:00:00","2005-07-06"
"1648","2005-07-07 18:40:55","2005-07-07 20:40:55","2005-07-07 21:00:00","2005-07-07"
"1649","2005-07-08 18:41:26","2005-07-08 20:41:26","2005-07-08 21:00:00","2005-07-08"
"1650","2005-07-09 18:41:58","2005-07-09 20:41:58","2005-07-09 21:00:00","2005-07-09"
"1651","2005-07-10 18:42:30","2005-07-10 20:42:30","2005-07-10 21:00:00","2005-07-10"
"1652","2005-07-11 18:43:03","2005-07-11 20:43:03","2005-07-11 21:00:00","2005-07-11"
"1653","2005-07-12 18:43:37","2005-07-12 20:43:37","2005-07-12 21:00:00","2005-07-12"
"1654","2005-07-13 18:44:11","2005-07-13 20:44:11","2005-07-13 21:00:00","2005-07-13"
"1655","2005-07-14 18:44:46","2005-07-14 20:44:46","2005-07-14 21:00:00","2005-07-14"
"1656","2005-07-15 18:45:22","2005-07-15 20:45:22","2005-07-15 21:00:00","2005-07-15"
"1657","2005-07-16 18:45:58","2005-07-16 20:45:58","2005-07-16 21:00:00","2005-07-16"
"1658","2005-07-17 18:46:34","2005-07-17 20:46:34","2005-07-17 21:00:00","2005-07-17"
"1659","2005-07-18 18:47:11","2005-07-18 20:47:11","2005-07-18 21:00:00","2005-07-18"
"1660","2005-07-19 18:47:49","2005-07-19 20:47:49","2005-07-19 21:00:00","2005-07-19"
"1661","2005-07-20 18:48:27","2005-07-20 20:48:27","2005-07-20 21:00:00","2005-07-20"
"1662","2005-07-21 18:49:05","2005-07-21 20:49:05","2005-07-21 21:00:00","2005-07-21"
"1663","2005-07-22 18:49:43","2005-07-22 20:49:43","2005-07-22 21:00:00","2005-07-22"
"1664","2005-07-23 18:50:22","2005-07-23 20:50:22","2005-07-23 21:00:00","2005-07-23"
"1665","2005-07-24 18:51:01","2005-07-24 20:51:01","2005-07-24 21:00:00","2005-07-24"
"1666","2005-07-25 18:51:40","2005-07-25 20:51:40","2005-07-25 21:00:00","2005-07-25"
"1667","2005-07-26 18:52:20","2005-07-26 20:52:20","2005-07-26 21:00:00","2005-07-26"
"1668","2005-07-27 18:53:00","2005-07-27 20:53:00","2005-07-27 21:00:00","2005-07-27"
"1669","2005-07-28 18:53:40","2005-07-28 20:53:40","2005-07-28 21:00:00","2005-07-28"
"1670","2005-07-29 18:54:20","2005-07-29 20:54:20","2005-07-29 21:00:00","2005-07-29"
"1671","2005-07-30 18:55:00","2005-07-30 20:55:00","2005-07-30 21:00:00","2005-07-30"
"1672","2005-07-31 18:55:40","2005-07-31 20:55:40","2005-07-31 21:00:00","2005-07-31"
"1673","2005-08-01 18:56:21","2005-08-01 20:56:21","2005-08-01 21:00:00","2005-08-01"
"1674","2005-08-02 18:57:02","2005-08-02 20:57:02","2005-08-02 21:00:00","2005-08-02"
"1675","2005-08-03 18:57:42","2005-08-03 20:57:42","2005-08-03 21:00:00","2005-08-03"
"1676","2005-08-04 18:58:23","2005-08-04 20:58:23","2005-08-04 21:00:00","2005-08-04"
"1677","2005-08-05 18:59:03","2005-08-05 20:59:03","2005-08-05 21:00:00","2005-08-05"
"1678","2005-08-06 18:59:44","2005-08-06 20:59:44","2005-08-06 21:00:00","2005-08-06"
"1679","2005-08-07 19:00:25","2005-08-07 21:00:25","2005-08-07 21:00:00","2005-08-07"
"1680","2005-08-08 19:01:06","2005-08-08 21:01:06","2005-08-08 21:00:00","2005-08-08"
"1681","2005-08-09 19:01:46","2005-08-09 21:01:46","2005-08-09 21:00:00","2005-08-09"
"1682","2005-08-10 19:02:27","2005-08-10 21:02:27","2005-08-10 21:00:00","2005-08-10"
"1683","2005-08-11 19:03:07","2005-08-11 21:03:07","2005-08-11 21:00:00","2005-08-11"
"1684","2005-08-12 19:03:48","2005-08-12 21:03:48","2005-08-12 21:00:00","2005-08-12"
"1685","2005-08-13 19:04:29","2005-08-13 21:04:29","2005-08-13 21:00:00","2005-08-13"
"1686","2005-08-14 19:05:09","2005-08-14 21:05:09","2005-08-14 21:00:00","2005-08-14"
"1687","2005-08-15 19:05:49","2005-08-15 21:05:49","2005-08-15 21:00:00","2005-08-15"
"1688","2005-08-16 19:06:30","2005-08-16 21:06:30","2005-08-16 21:00:00","2005-08-16"
"1689","2005-08-17 19:07:10","2005-08-17 21:07:10","2005-08-17 21:00:00","2005-08-17"
"1690","2005-08-18 19:07:50","2005-08-18 21:07:50","2005-08-18 21:00:00","2005-08-18"
"1691","2005-08-19 19:08:30","2005-08-19 21:08:30","2005-08-19 21:00:00","2005-08-19"
"1692","2005-08-20 19:09:10","2005-08-20 21:09:10","2005-08-20 21:00:00","2005-08-20"
"1693","2005-08-21 19:09:49","2005-08-21 21:09:49","2005-08-21 21:00:00","2005-08-21"
"1694","2005-08-22 19:10:29","2005-08-22 21:10:29","2005-08-22 21:00:00","2005-08-22"
"1695","2005-08-23 19:11:09","2005-08-23 21:11:09","2005-08-23 21:00:00","2005-08-23"
"1696","2005-08-24 19:11:48","2005-08-24 21:11:48","2005-08-24 21:00:00","2005-08-24"
"1697","2005-08-25 19:12:28","2005-08-25 21:12:28","2005-08-25 21:00:00","2005-08-25"
"1698","2005-08-26 19:13:07","2005-08-26 21:13:07","2005-08-26 21:00:00","2005-08-26"
"1699","2005-08-27 19:13:46","2005-08-27 21:13:46","2005-08-27 21:00:00","2005-08-27"
"1700","2005-08-28 19:14:26","2005-08-28 21:14:26","2005-08-28 21:00:00","2005-08-28"
"1701","2005-08-29 19:15:05","2005-08-29 21:15:05","2005-08-29 21:00:00","2005-08-29"
"1702","2005-08-30 19:15:44","2005-08-30 21:15:44","2005-08-30 21:00:00","2005-08-30"
"1703","2005-08-31 19:16:23","2005-08-31 21:16:23","2005-08-31 21:00:00","2005-08-31"
"1704","2005-09-01 19:17:02","2005-09-01 21:17:02","2005-09-01 21:00:00","2005-09-01"
"1705","2005-09-02 19:17:40","2005-09-02 21:17:40","2005-09-02 21:00:00","2005-09-02"
"1706","2005-09-03 19:18:19","2005-09-03 21:18:19","2005-09-03 21:00:00","2005-09-03"
"1707","2005-09-04 19:18:58","2005-09-04 21:18:58","2005-09-04 21:00:00","2005-09-04"
"1708","2005-09-05 19:19:37","2005-09-05 21:19:37","2005-09-05 21:00:00","2005-09-05"
"1709","2005-09-06 19:20:15","2005-09-06 21:20:15","2005-09-06 21:00:00","2005-09-06"
"1710","2005-09-07 19:20:54","2005-09-07 21:20:54","2005-09-07 21:00:00","2005-09-07"
"1711","2005-09-08 19:21:33","2005-09-08 21:21:33","2005-09-08 21:00:00","2005-09-08"
"1712","2005-09-09 19:22:12","2005-09-09 21:22:12","2005-09-09 21:00:00","2005-09-09"
"1713","2005-09-10 19:22:50","2005-09-10 21:22:50","2005-09-10 21:00:00","2005-09-10"
"1714","2005-09-11 19:23:29","2005-09-11 21:23:29","2005-09-11 21:00:00","2005-09-11"
"1715","2005-09-12 19:24:08","2005-09-12 21:24:08","2005-09-12 21:00:00","2005-09-12"
"1716","2005-09-13 19:24:47","2005-09-13 21:24:47","2005-09-13 21:00:00","2005-09-13"
"1717","2005-09-14 19:25:26","2005-09-14 21:25:26","2005-09-14 21:00:00","2005-09-14"
"1718","2005-09-15 19:26:05","2005-09-15 21:26:05","2005-09-15 21:00:00","2005-09-15"
"1719","2005-09-16 19:26:44","2005-09-16 21:26:44","2005-09-16 21:00:00","2005-09-16"
"1720","2005-09-17 19:27:23","2005-09-17 21:27:23","2005-09-17 21:00:00","2005-09-17"
"1721","2005-09-18 19:28:02","2005-09-18 21:28:02","2005-09-18 21:00:00","2005-09-18"
"1722","2005-09-19 19:28:42","2005-09-19 21:28:42","2005-09-19 21:00:00","2005-09-19"
"1723","2005-09-20 19:29:21","2005-09-20 21:29:21","2005-09-20 21:00:00","2005-09-20"
"1724","2005-09-21 19:30:01","2005-09-21 21:30:01","2005-09-21 22:00:00","2005-09-21"
"1725","2005-09-22 19:30:41","2005-09-22 21:30:41","2005-09-22 22:00:00","2005-09-22"
"1726","2005-09-23 19:31:21","2005-09-23 21:31:21","2005-09-23 22:00:00","2005-09-23"
"1727","2005-09-24 19:32:01","2005-09-24 21:32:01","2005-09-24 22:00:00","2005-09-24"
"1728","2005-09-25 19:32:42","2005-09-25 21:32:42","2005-09-25 22:00:00","2005-09-25"
"1729","2005-09-26 19:33:22","2005-09-26 21:33:22","2005-09-26 22:00:00","2005-09-26"
"1730","2005-09-27 19:34:03","2005-09-27 21:34:03","2005-09-27 22:00:00","2005-09-27"
"1731","2005-09-28 19:34:44","2005-09-28 21:34:44","2005-09-28 22:00:00","2005-09-28"
"1732","2005-09-29 19:35:26","2005-09-29 21:35:26","2005-09-29 22:00:00","2005-09-29"
"1733","2005-09-30 19:36:07","2005-09-30 21:36:07","2005-09-30 22:00:00","2005-09-30"
"1734","2005-10-01 19:36:49","2005-10-01 21:36:49","2005-10-01 22:00:00","2005-10-01"
"1735","2005-10-02 19:37:31","2005-10-02 21:37:31","2005-10-02 22:00:00","2005-10-02"
